zfin_id	gene_name	ensemble_id	uberon_annotations
zdb-gene-030131-2908	cyp26b1	ensdarg00000077121	uberon_0001708,uberon_0000477,uberon_0004906,uberon_0003714,uberon_0006068,uberon_0001703,uberon_0002028,uberon_0011615,uberon_0001130,uberon_2001137,uberon_2000250,uberon_0009127,uberon_0004866,uberon_2001456,uberon_0000019,uberon_0005507,uberon_2000691,uberon_0005515,uberon_0004733,uberon_0003278,uberon_0005511,uberon_0000033,uberon_0003338,uberon_0002514,uberon_0004752,uberon_0008911,uberon_0002412,uberon_0000489,uberon_2000364,uberon_0000151,uberon_0000480,uberon_0005886,uberon_0000468,uberon_0008896,uberon_0011607,uberon_0011085,uberon_0001075,uberon_2005245,uberon_0007215,uberon_0004185,uberon_0011610,uberon_0000165,uberon_0009635,uberon_0003107,uberon_0011242,uberon_0004740,uberon_0003051,uberon_2000859,uberon_0016631,uberon_0003072
zdb-gene-070117-2072	frk	not_found	uberon_0010313,uberon_0000468
zdb-gene-070117-2079	aoi	not_found	uberon_0008823,uberon_0000019,uberon_0001890,uberon_0000480,uberon_0005886,uberon_0000468,uberon_0001945,uberon_0003902,uberon_0000033,uberon_0004119,uberon_0002037,uberon_0000957,uberon_0010313,uberon_0005884,uberon_0001032,uberon_0001016
zdb-gene-070117-841	unm_s209	not_found	uberon_0000489,uberon_0000948
zdb-gene-070117-840	unm_s624	not_found	uberon_0000489,uberon_0000948
zdb-gene-070117-511	unm_tm107	not_found	uberon_0010313,uberon_0000489,uberon_0000019
zdb-gene-040426-1457	shox2	ensdarg00000075713	uberon_0002407,uberon_0000042,uberon_0002349,uberon_0004493,uberon_0000948,uberon_0002063,uberon_0000178,uberon_0001630,uberon_0000489
zdb-gene-070117-517	unm_tj2a	not_found	uberon_0007812,uberon_0000468
zdb-gene-070117-516	unm_m374	not_found	uberon_0010313,uberon_0000480,uberon_0001782
zdb-gene-030131-8229	rhag	ensdarg00000019253	uberon_0007812,uberon_0000489,uberon_0000948
zdb-gene-070117-849	unm_s219	not_found	uberon_0000948,uberon_0000489
zdb-gene-070117-519	unm_tc294a	not_found	uberon_0001708,uberon_2001232,uberon_0000477,uberon_2001231,uberon_0008823,uberon_0000019,uberon_2001229,uberon_2001228,uberon_0000480,uberon_0005886,uberon_0001945,uberon_2001230,uberon_0000033,uberon_0004119,uberon_0002037,uberon_0005884,uberon_0001016
zdb-gene-070117-518	unm_tg22g	not_found	uberon_0002050,uberon_0000061
zdb-gene-990415-25	rrm2	ensdarg00000020711	uberon_0001016,uberon_0008823,uberon_0000019,uberon_0000479,uberon_0000480,uberon_0000468,uberon_2000084,uberon_0001785,uberon_0002616,uberon_0002100,uberon_0000941,uberon_2000106,uberon_0002422,uberon_0001017
zdb-gene-061226-1	kcnh1a	ensdarg00000024167	uberon_0004733,uberon_0008823,uberon_0005507,uberon_0000019,uberon_0000468,uberon_0005515,uberon_0007383,uberon_0015178,uberon_0000948,uberon_0006984,uberon_0007812,uberon_0002050,uberon_2000106
zdb-gene-120709-73	cspp1a	ensdarg00000100236	uberon_0002120
zdb-gene-120730-1	abraa	ensdarg00000038583	uberon_0000489,uberon_0000042,uberon_0000948,uberon_0000178,uberon_0002081,uberon_0002082,uberon_0002407
zdb-gene-040426-752	nek2	ensdarg00000005619	uberon_0000489,uberon_0000019,uberon_0000480,uberon_0000033,uberon_0000957,uberon_0003902
zdb-gene-040426-751	scn1a	ensdarg00000086819	uberon_0010313
zdb-gene-040426-757	mkks	ensdarg00000016139	uberon_0001708,uberon_0000477,uberon_0001703,uberon_0012275,uberon_0005598,uberon_0000080,uberon_0006984,uberon_0000480,uberon_0000468,uberon_0002328,uberon_0008896,uberon_0015178,uberon_0004119,uberon_0007812,uberon_0005057
zdb-gene-061108-1	fto	ensdarg00000044216	uberon_0003933,uberon_0002539,uberon_0000489,uberon_0005598,uberon_0000083,uberon_0006553,uberon_0000033,uberon_0000019,uberon_2000001,uberon_0010313,uberon_0005330,uberon_0005310
zdb-gene-061108-3	nkd1	ensdarg00000020053	uberon_2000001,uberon_0000489,uberon_0004141,uberon_0003084,uberon_2001125
zdb-gene-061108-2	cylda	ensdarg00000060058	uberon_0003052,uberon_0001891,uberon_0000480,uberon_0006800,uberon_0000033,uberon_0007812,uberon_0001016,uberon_0001017
zdb-gene-030131-7889	lrp1aa	ensdarg00000097827	uberon_2001286,uberon_0003513,uberon_0000480,uberon_0000481,uberon_0003524,uberon_0002201,uberon_0007812,uberon_0014907
zdb-gene-070323-2	camk2g2	ensdarg00000056206	uberon_0001891
zdb-gene-070117-1632	unm_t31352	not_found	uberon_0004120
zdb-gene-070117-1633	unm_t31091	not_found	uberon_0013765,uberon_0004119,uberon_0001264,uberon_0003103
zdb-gene-070117-1630	unm_t31053	not_found	uberon_0013765,uberon_0003103,uberon_0001264,uberon_0004119
zdb-gene-070117-1631	unm_t31089	not_found	uberon_0013765,uberon_0004119,uberon_0003103,uberon_0001264
zdb-gene-070117-1636	unm_t31188	not_found	uberon_0013765,uberon_0001264,uberon_0003103,uberon_0004119
zdb-gene-070117-1637	unm_t31376	not_found	uberon_0013765,uberon_0003103,uberon_0001264,uberon_0004119
zdb-gene-070117-1634	unm_t31115	not_found	uberon_0013765,uberon_0003103,uberon_0001264,uberon_0004119
zdb-gene-070117-1635	unm_t31187	not_found	uberon_0013765,uberon_0004119,uberon_0003103,uberon_0001264
zdb-gene-070117-1638	unm_t31416	not_found	uberon_0013765,uberon_0004119,uberon_0003103,uberon_0001264
zdb-gene-070117-1639	unm_t31417	not_found	uberon_0013765,uberon_0003103,uberon_0001264,uberon_0004119
zdb-gene-030826-33	mvp	ensdarg00000021242	uberon_0007812,uberon_0012275,uberon_0005598,uberon_0000019,uberon_0008823
zdb-gene-030826-30	rab13	ensdarg00000034771	uberon_2005025,uberon_0014907,uberon_0000481
zdb-gene-060726-1	gipc1	ensdarg00000104483	uberon_2005025,uberon_0000480,uberon_0000481,uberon_0005291,uberon_0004536,uberon_2001073,uberon_0014907,uberon_0001631
zdb-gene-040525-1	rab4a	ensdarg00000019144	uberon_0002049,uberon_2005025,uberon_0014907,uberon_0000480,uberon_0000481
zdb-gene-081022-10	pax10	ensdarg00000053364	uberon_0000489,uberon_0000019
zdb-gene-050522-308	six6b	ensdarg00000031316	uberon_0001708,uberon_0000489,uberon_0000019,uberon_0000479,uberon_0000073,uberon_0000480,uberon_0000042,uberon_0000966,uberon_0000965,uberon_0001785,uberon_0000033,uberon_0000941,uberon_0002407
zdb-gene-060328-3	wnt5a	ensdarg00000104973	uberon_0001231,uberon_0005325,uberon_0000489,uberon_0000019,uberon_0000083,uberon_0000481,uberon_0006553,uberon_0002222,uberon_0007812,uberon_0004739,uberon_0005330
zdb-gene-040718-463	pde6d	ensdarg00000074892	uberon_0002407,uberon_0000042,uberon_0000073,uberon_0000083,uberon_0006553,uberon_0000966,uberon_0005310,uberon_0000019,uberon_0005330,uberon_0012463,uberon_0000489
zdb-gene-070117-1719	unm_t31226	not_found	uberon_0000479,uberon_0012438
zdb-gene-060929-836	aggf1	ensdarg00000060109	uberon_2005025,uberon_0000481,uberon_0002065,uberon_0011944,uberon_2005010,uberon_0014907,uberon_0003088
zdb-gene-060526-282	clip1a	ensdarg00000078722	uberon_0008823
zdb-gene-030912-7	trpv4	ensdarg00000061941	uberon_0008823
zdb-gene-140430-1	fgfbp1a	not_found	uberon_0001049,uberon_0002407,uberon_0000042,uberon_0003513,uberon_0011944,uberon_0000033,uberon_0010314,uberon_0008823
zdb-gene-070117-1247	unm_t30662	not_found	uberon_0000467,uberon_0000480,uberon_0001015
zdb-gene-040429-2	egfl7	ensdarg00000100657	uberon_0004573,uberon_0008823,uberon_2001073,uberon_0000480,uberon_0000481,uberon_0002065,uberon_0003524,uberon_0003473,uberon_0005805,uberon_0018549,uberon_0014907
zdb-gene-040429-1	sox21b	ensdarg00000008540	uberon_0000965,uberon_0000479
zdb-gene-030729-32	fgf19	ensdarg00000098663	uberon_0000475,uberon_0000479,uberon_0000073,uberon_0014764,uberon_0005412,uberon_0000966,uberon_0000965
zdb-gene-070117-1713	unm_t31209	not_found	uberon_0000479,uberon_0012438
zdb-gene-070117-1244	unm_t30714	not_found	uberon_0004120
zdb-gene-000201-18	pbx4	ensdarg00000052150	uberon_0003052,uberon_0010170,uberon_0002342,uberon_0008823,uberon_0000491,uberon_0011610,uberon_2000084,uberon_0002407,uberon_0000078,uberon_0000019,uberon_0000017,uberon_0000016,uberon_0003406,uberon_0000033,uberon_0000151,uberon_0002107,uberon_0005419,uberon_0004752,uberon_0002370,uberon_0002531,uberon_0002028,uberon_0011607,uberon_0000480,uberon_0005886,uberon_0000925,uberon_2001516,uberon_0002082,uberon_0000042,uberon_0004160,uberon_0001945,uberon_0006800,uberon_0003107,uberon_0006860,uberon_0000948
zdb-gene-070117-1243	unm_t30334	not_found	uberon_0004120
zdb-gene-030131-3625	las1l	ensdarg00000062457	uberon_0008823,uberon_2001089,uberon_0000479,uberon_0000468,uberon_0003102,uberon_0004120,uberon_0010313,uberon_0001630,uberon_0003901,uberon_4000164
zdb-gene-070117-1714	unm_t31210	not_found	uberon_0000479,uberon_0012438
zdb-gene-070424-36	rab8a	ensdarg00000067920	uberon_0007812
zdb-gene-070117-1241	unm_t30971	not_found	uberon_0004141,uberon_0000489
zdb-gene-021219-2	atp6v1h	ensdarg00000006370	uberon_0001555,uberon_0008823,uberon_0000019,uberon_0002407,uberon_0000491,uberon_0000480,uberon_0000042,uberon_0000468,uberon_0001782,uberon_0000033,uberon_0002107,uberon_0010313,uberon_0001016,uberon_0005057
zdb-gene-021219-3	phf5a	ensdarg00000045155	uberon_0001555,uberon_0001017,uberon_0008823,uberon_0000042,uberon_0000491,uberon_0000480,uberon_0000468,uberon_0005057,uberon_0000033,uberon_0000019,uberon_0002107,uberon_0002100,uberon_2000106,uberon_0001016,uberon_0002407
zdb-gene-070117-1240	unm_t30887	not_found	uberon_0004120
zdb-gene-040426-2823	sec23a	ensdarg00000104230	uberon_0000464,uberon_0001840,uberon_0003102,uberon_0004120,uberon_0000151,uberon_0000480,uberon_0000468,uberon_0003103,uberon_0001434,uberon_0000033,uberon_0010323,uberon_0010313,uberon_0001032,uberon_0011004
zdb-gene-991206-8	nog1	ensdarg00000058819	uberon_0003052,uberon_0000477,uberon_0001893,uberon_0000480,uberon_0005886,uberon_0004119,uberon_0006800,uberon_0003107,uberon_0003103,uberon_0002037,uberon_2000106
zdb-gene-031125-3	rbm19	ensdarg00000042590	uberon_0001555,uberon_0001708,uberon_0000477,uberon_0000017,uberon_0000491,uberon_0000480,uberon_0005886,uberon_0000468,uberon_0000481,uberon_0001007,uberon_0000033,uberon_0001264,uberon_0002107,uberon_0005057
zdb-gene-031125-4	hipk2	ensdarg00000042518	uberon_0010313,uberon_0000019,uberon_0000468,uberon_0000489
zdb-gene-050419-45	gmds	ensdarg00000026629	uberon_0002028,uberon_2002192,uberon_0001795,uberon_0000480,uberon_0000468,uberon_0001790,uberon_0007812,uberon_0000957,uberon_0010313,uberon_0011778
zdb-gene-980526-562	isl2a	ensdarg00000003971	uberon_0010313
zdb-gene-980526-561	myod1	ensdarg00000030110	uberon_0000467,uberon_0000479,uberon_0000480,uberon_0000077,uberon_0008229,uberon_0000033,uberon_0002376,uberon_0010314
zdb-gene-060616-396	npas4a	ensdarg00000055752	uberon_0003103
zdb-gene-050522-56	lims2	ensdarg00000014976	uberon_0000489,uberon_0000042,uberon_0005181,uberon_0002082,uberon_0002407
zdb-gene-020503-1	igf1ra	ensdarg00000027423	uberon_0003238,uberon_2000411,uberon_0005598,uberon_0002082,uberon_0000468,uberon_2000225,uberon_0000948,uberon_0002050,uberon_2000468,uberon_0000489,uberon_0012275
zdb-gene-020503-3	insra	ensdarg00000011948	uberon_0003052,uberon_0000489,uberon_0000019,uberon_0001890,uberon_0001891,uberon_0006800,uberon_0007812
zdb-gene-020503-2	igf1rb	ensdarg00000034434	uberon_2000411,uberon_0012275,uberon_0000489,uberon_0003238,uberon_0002050,uberon_2000225,uberon_0000948,uberon_0000468,uberon_0002082,uberon_2000468,uberon_0005598
zdb-gene-030131-7050	dync1h1	ensdarg00000014717	uberon_0001555,uberon_0008823,uberon_0000019,uberon_0004119,uberon_0000480,uberon_0000966,uberon_0001787,uberon_0006860,uberon_0000957,uberon_0010313,uberon_0000073
zdb-gene-020503-4	insrb	ensdarg00000071524	uberon_0001708,uberon_0000477,uberon_0000019,uberon_0000042,uberon_0001890,uberon_0001891,uberon_0000480,uberon_0000489,uberon_0002407
zdb-gene-070117-678	llg	not_found	uberon_0000468
zdb-gene-070117-676	mgf	not_found	uberon_0003496,uberon_0011362,uberon_0000019,uberon_0000479,uberon_0000480,uberon_0000481,uberon_0000965,uberon_0002203,uberon_0010313,uberon_0000489
zdb-gene-991110-10	tcf7l1b	ensdarg00000007369	uberon_0003052,uberon_0000475,uberon_0008823,uberon_0000042,uberon_0004733,uberon_0002028,uberon_0001892,uberon_0006800,uberon_0002407
zdb-gene-070117-674	dsl	not_found	uberon_0000965,uberon_0000479,uberon_0000489,uberon_0000019
zdb-gene-040426-1732	ryroxd1	ensdarg00000104817	uberon_0014892,uberon_0000479
zdb-gene-070117-672	gdr	not_found	uberon_0000489,uberon_0000019
zdb-gene-070117-673	itf	not_found	uberon_0010313,uberon_0000489,uberon_0000019
zdb-gene-070117-671	mcr	not_found	uberon_0000489,uberon_0000019
zdb-gene-090610-1	bmpr1bb	ensdarg00000075729	uberon_0000489,uberon_0000473,uberon_0005177,uberon_0015212,uberon_0003100,uberon_0004120
zdb-gene-040426-2648	naa10	ensdarg00000071060	uberon_2000088,uberon_0000489,uberon_0000019,uberon_0000480,uberon_0000477,uberon_0000468,uberon_0003278,uberon_0000948,uberon_0000033,uberon_0004119,uberon_0007812
zdb-gene-040426-2649	sec13	ensdarg00000054807	uberon_0001213,uberon_0000491,uberon_0001703,uberon_0003957,uberon_0000019,uberon_0000017,uberon_0000073,uberon_0000033,uberon_0000151,uberon_0002107,uberon_0003060,uberon_0000083,uberon_0001264,uberon_0000480,uberon_0008896,uberon_0004185,uberon_0003926,uberon_0000966,uberon_0000160,uberon_0001782,uberon_0003107,uberon_0001787,uberon_0006860,uberon_0001789,uberon_0005057
zdb-gene-040426-2646	cyp20a1	ensdarg00000006040	uberon_0000468
zdb-gene-080102-4	ptpn21	ensdarg00000062248	uberon_0000475,uberon_0003053,uberon_0002133,uberon_2000098,uberon_0000480,uberon_0002539,uberon_0015178,uberon_0000948,uberon_0006984,uberon_0011004,uberon_0000489
zdb-gene-080102-5	hdc	ensdarg00000075454	uberon_0008823
zdb-gene-080102-2	chata	ensdarg00000015854	uberon_0000467,uberon_0001774,uberon_0000480,uberon_0000479,uberon_0004479,uberon_0000468
zdb-gene-080102-3	ift46	ensdarg00000011240	uberon_0003060,uberon_0003926,uberon_0002120,uberon_0000042,uberon_0000083,uberon_0000480,uberon_0000468,uberon_0005325,uberon_0004121,uberon_0007812,uberon_0000957,uberon_0004739,uberon_0002407
zdb-gene-030131-9542	rhbg	ensdarg00000009018	uberon_0000061
zdb-gene-990415-279	wnt8b	ensdarg00000006911	uberon_0003931,uberon_0003051,uberon_0003936,uberon_0001890,uberon_0000935,uberon_0000480,uberon_0001945,uberon_0002437,uberon_2000597
zdb-gene-040426-1848	gne	ensdarg00000099771	uberon_0002407,uberon_0005598,uberon_0000042,uberon_0000468,uberon_0000489,uberon_0000019,uberon_0002100,uberon_0001630,uberon_0012275
zdb-gene-990415-270	tp53	ensdarg00000035559	uberon_0011150,uberon_0001555,uberon_0007298,uberon_0000083,uberon_0002199,uberon_0001155,uberon_0001016,uberon_3000961,uberon_0034969,uberon_0000019,uberon_0000010,uberon_0009622,uberon_0007308,uberon_0013765,uberon_0000489,uberon_0000480,uberon_0000481,uberon_0000468,uberon_0006553,uberon_0008897,uberon_0007812,uberon_0004185,uberon_0005330,uberon_0000160
zdb-gene-990415-273	vegfaa	ensdarg00000103542	uberon_0002407,uberon_0002349,uberon_0001133,uberon_0005181,uberon_0000489,uberon_0004573,uberon_0000019,uberon_0000077,uberon_0001638,uberon_0005805,uberon_0000178,uberon_0001630,uberon_2001286,uberon_0002457,uberon_0000480,uberon_0002082,uberon_0000042,uberon_0002165,uberon_2005025,uberon_0003473,uberon_0003122
zdb-gene-990415-277	foxn4	ensdarg00000010591	uberon_0000489,uberon_0000042,uberon_0000468,uberon_0000948,uberon_0002087,uberon_0000946,uberon_0002407
zdb-gene-051113-60	spna2	ensdarg00000019231	uberon_0000489,uberon_0000491,uberon_0000468,uberon_0000948,uberon_0002107,uberon_0005057
zdb-gene-040718-266	rab11fip4a	ensdarg00000090170	uberon_0001708,uberon_0002240,uberon_0000477,uberon_0003102,uberon_0000019,uberon_0002028,uberon_0004120,uberon_0000480,uberon_0000966,uberon_0000033,uberon_0000151
zdb-gene-100405-4	wdpcp	ensdarg00000074590	uberon_0000061
zdb-gene-070112-2132	napbb	ensdarg00000069101	uberon_0000480,uberon_0001790,uberon_0004121,uberon_0001789,uberon_0000957
zdb-gene-060322-9	st8sia6	ensdarg00000021195	uberon_0002616,uberon_0000480,uberon_0000479,uberon_0015212,uberon_0001579,uberon_0010314,uberon_0005387
zdb-gene-060322-1	st3gal5	ensdarg00000037556	uberon_0000033
zdb-gene-030131-207	ndnf	ensdarg00000062936	uberon_0000477,uberon_0005945,uberon_0001703,uberon_0000480,uberon_0003103,uberon_0011242
zdb-gene-081208-20	not_found	not_found	uberon_0005886
zdb-gene-040914-76	pogza	ensdarg00000054778	uberon_0002240,uberon_0003051,uberon_0008823,uberon_0000019,uberon_0002407,uberon_0000480,uberon_0000042,uberon_2000084,uberon_0000468,uberon_0000033,uberon_0010313,uberon_0001017,uberon_0001016,uberon_0002100
zdb-gene-030131-4744	fkbpl	ensdarg00000095322	uberon_0014907,uberon_2005025,uberon_0003088,uberon_0000481
zdb-gene-100209-4	usp12b	ensdarg00000074367	uberon_0002407,uberon_0000042,uberon_0000480,uberon_2000084,uberon_0007812,uberon_2000106,uberon_0001016,uberon_0001017
zdb-gene-060503-766	plekhg5a	ensdarg00000025902	uberon_2005017,uberon_0003513,uberon_0000481,uberon_0000468,uberon_0003524,uberon_2001052,uberon_0007812,uberon_0014907
zdb-gene-060421-4643	bcl11aa	ensdarg00000061352	uberon_0010314,uberon_0000033,uberon_0002100
zdb-gene-070117-273	unm_tc244d	not_found	uberon_0000468
zdb-gene-030131-4356	usp24	ensdarg00000059925	uberon_0001017,uberon_0012275,uberon_0005598,uberon_0000480,uberon_0000468,uberon_0000019,uberon_0007812,uberon_0002100,uberon_0001016,uberon_0000489
zdb-gene-001030-2	pax5	ensdarg00000037383	uberon_0000073,uberon_0000489,uberon_0001853
zdb-gene-070117-1425	unm_t30203	not_found	uberon_0008823
zdb-gene-061013-787	ccdc151	ensdarg00000062978	uberon_2000001,uberon_0002120,uberon_0000083,uberon_0000481,uberon_0000468,uberon_0007812,uberon_0003060
zdb-gene-000403-1	axin1	ensdarg00000102964	uberon_0015241,uberon_0003050,uberon_2005126,uberon_0002407,uberon_0001016,uberon_0010135,uberon_0000935,uberon_0002196,uberon_0008823,uberon_0003931,uberon_0000019,uberon_0003936,uberon_2000694,uberon_2007001,uberon_0002062,uberon_0013765,uberon_0002437,uberon_2000597,uberon_0001890,uberon_0006222,uberon_0001893,uberon_0000480,uberon_0000468,uberon_0000948,uberon_0003906,uberon_0004185,uberon_0000042,uberon_0004703,uberon_0000160,uberon_0014371,uberon_0001905,uberon_0000004,uberon_0003079,uberon_0005911,uberon_0003070,uberon_0004128
zdb-gene-060825-45	atp7a	ensdarg00000003699	uberon_0003052,uberon_0000467,uberon_0000477,uberon_0000489,uberon_0002616,uberon_0000480,uberon_0005886,uberon_0000479,uberon_0002328,uberon_0000468,uberon_0006800,uberon_0001434,uberon_0004119,uberon_0000178,uberon_0010313,uberon_0002422,uberon_0000948
zdb-gene-070705-96	slc2a11b	ensdarg00000063288	uberon_0010313
zdb-gene-030131-9111	tsc1a	ensdarg00000026048	uberon_0002120,uberon_0003060,uberon_0005330,uberon_0000083,uberon_0000481,uberon_0000926,uberon_0004141,uberon_0005325,uberon_0003081,uberon_0007812,uberon_0004739,uberon_0005310
zdb-gene-070117-572	unm_tw216	not_found	uberon_0000468
zdb-gene-051113-128	mtm1	ensdarg00000037560	uberon_0000467,uberon_2000006,uberon_0001774,uberon_0004120,uberon_0000479,uberon_0000468,uberon_0010314,uberon_0004479,uberon_0007812,uberon_0000033,uberon_0000480,uberon_2000106,uberon_0002100
zdb-gene-030618-1	tgfb1a	ensdarg00000041502	uberon_0000477,uberon_0000480,uberon_2000940
zdb-gene-051113-124	dcdc2b	ensdarg00000053744	uberon_0000477,uberon_0000083,uberon_0008823,uberon_0000042,uberon_0002407,uberon_0000480,uberon_0007812,uberon_0003060,uberon_0001846
zdb-gene-090313-353	lmod3	ensdarg00000062662	uberon_0000467,uberon_0001774,uberon_0000479,uberon_0000480,uberon_0000468,uberon_0004479,uberon_0007812
zdb-gene-100921-86	si:dkey-242e21.4	not_found	uberon_2000001,uberon_0000061
zdb-gene-070117-575	unm_m397	not_found	uberon_0010313
zdb-gene-060929-994	ssuh2rs1	ensdarg00000063292	uberon_0004119,uberon_0000481,uberon_2000694,uberon_0003103,uberon_0013765,uberon_0010313
zdb-gene-101027-1	ptpn9a	ensdarg00000077495	uberon_0003102,uberon_0000468,uberon_0000033,uberon_0004120,uberon_0010314,uberon_4000164
zdb-gene-050317-1	tnfa	ensdarg00000009511	uberon_0002107,uberon_0000491,uberon_0005057
zdb-gene-980526-488	fgfr4	ensdarg00000069105	uberon_0000489,uberon_0002028,uberon_0000468,uberon_0005426,uberon_0000948,uberon_0003072
zdb-gene-100510-2	chrnb2bl	not_found	uberon_0010313
zdb-gene-991111-3	igf2a	ensdarg00000018643	uberon_0005598,uberon_0012275,uberon_0000019,uberon_0000480,uberon_2007028,uberon_0000468,uberon_0004152,uberon_2000033,uberon_0000948,uberon_0010204,uberon_0000178,uberon_0010313,uberon_0002328,uberon_0008823,uberon_0002201
zdb-gene-991119-5	irx3a	ensdarg00000101076	uberon_0003922,uberon_0002050
zdb-gene-991119-4	psen1	ensdarg00000004870	uberon_0002240,uberon_0002289,uberon_2000006,uberon_0005598,uberon_0002028,uberon_0001891,uberon_0008823,uberon_0000480,uberon_0000468,uberon_0001631,uberon_0005425,uberon_0004536,uberon_0005291,uberon_0000033,uberon_0007812,uberon_0010313,uberon_2001073,uberon_2000106,uberon_0002422,uberon_0012275
zdb-gene-991119-2	cryaba	ensdarg00000042621	uberon_0005181,uberon_0002407,uberon_0000042,uberon_0000479,uberon_0000489,uberon_0000468,uberon_0014892,uberon_0002081,uberon_0002082,uberon_0002100
zdb-gene-991119-8	smad1	ensdarg00000027199	uberon_0008823,uberon_0002346,uberon_0010135,uberon_0000930,uberon_0002328,uberon_0004119,uberon_0000468,uberon_2000106,uberon_0001016,uberon_0001017,uberon_0012275,uberon_0012463,uberon_2000040,uberon_0003069,uberon_0000151,uberon_0003061,uberon_0001898,uberon_0002533,uberon_0005598,uberon_0002539,uberon_0000480,uberon_0000925,uberon_0000948,uberon_0001905
zdb-gene-080218-26	btbd6a	ensdarg00000076440	uberon_0004121
zdb-gene-121031-4	chd3	ensdarg00000021405	uberon_0008823,uberon_0000480,uberon_0000468,uberon_0000948,uberon_0000033,uberon_0001016,uberon_0001017
zdb-gene-030131-2748	eif3ba	ensdarg00000059654	uberon_0000479,uberon_0000481,uberon_0000468,uberon_0004152,uberon_0003084,uberon_0001074,uberon_0010313
zdb-gene-030131-2741	hspb12	not_found	uberon_0004291,uberon_0000948,uberon_0000489
zdb-gene-070117-1067	unm_t30534	not_found	uberon_0008897,uberon_0003102
zdb-gene-070117-752	obn	not_found	uberon_0010313
zdb-gene-030131-7190	mecp2	ensdarg00000014218	uberon_0003714,uberon_0001700,uberon_0001675,uberon_0003338,uberon_0005362,uberon_0008823
zdb-gene-030131-7192	bmp3	ensdarg00000060526	uberon_0000477,uberon_0001703,uberon_0000480,uberon_0003103,uberon_0010313,uberon_0011004
zdb-gene-051127-39	actn2b	ensdarg00000071090	uberon_0000489,uberon_0000042,uberon_0018649,uberon_0000468,uberon_0001083,uberon_0000019,uberon_0000948,uberon_0014892,uberon_0002081,uberon_0002082,uberon_0002407
zdb-gene-070117-50	jas	not_found	uberon_0000475,uberon_0000078,uberon_0002539,uberon_0000468,uberon_0010313
zdb-gene-070117-1063	unm_t30879	not_found	uberon_0004141,uberon_0000489
zdb-gene-070117-1062	unm_t30508	not_found	uberon_0000151,uberon_0003102,uberon_0004120
zdb-gene-050531-1	myh11a	ensdarg00000009782	uberon_0001555,uberon_0004185,uberon_0001155,uberon_0001015,uberon_0000397,uberon_0000077,uberon_0004221,uberon_0013765,uberon_0001630,uberon_0000467,uberon_0000489,uberon_0000480,uberon_0000481,uberon_0000482,uberon_0000468,uberon_2001324,uberon_0000160,uberon_0003104,uberon_0005911
zdb-gene-060526-207	specc1	ensdarg00000029480	uberon_0011610,uberon_0011607,uberon_0003103,uberon_0003107,uberon_0004119,uberon_0004752
zdb-gene-040801-149	atg5	ensdarg00000023396	uberon_0005598,uberon_0002280,uberon_0000481,uberon_2000084,uberon_2000106,uberon_0002064,uberon_0000178,uberon_0000468,uberon_0000948,uberon_0000033,uberon_0000019,uberon_0007812,uberon_0002100,uberon_0000489,uberon_0012275
zdb-gene-040801-148	crk	ensdarg00000055635	uberon_0004120
zdb-gene-070117-55	spe	not_found	uberon_0010313,uberon_0000480,uberon_0001782
zdb-gene-070117-1060	unm_t30438	not_found	uberon_0008897,uberon_0003102
zdb-gene-090312-34	camk2b2	ensdarg00000100089	uberon_0001899,uberon_2000001,uberon_0000489,uberon_0000480,uberon_0004141,uberon_0003102,uberon_0001007,uberon_0000948,uberon_0000033,uberon_0000151,uberon_0005598
zdb-gene-040426-1696	bcl6a	ensdarg00000070864	uberon_0011215,uberon_0000480,uberon_0000073,uberon_0014764,uberon_0001782,uberon_0000966,uberon_0005412,uberon_0002100
zdb-gene-040426-1694	camk1gb	ensdarg00000008788	uberon_0002407
zdb-gene-980526-227	acvr2aa	ensdarg00000011188	uberon_0001708,uberon_0000477,uberon_2001280,uberon_2001520,uberon_0003406,uberon_2001521,uberon_0000019,uberon_2001279,uberon_2000694,uberon_0002397,uberon_0004119,uberon_0004752,uberon_0008911,uberon_0002513,uberon_2000250,uberon_0000489,uberon_0002028,uberon_0001891,uberon_0011607,uberon_0000480,uberon_0000468,uberon_0005884,uberon_2001517,uberon_2001519,uberon_2001518,uberon_0003107,uberon_0004742
zdb-gene-980526-221	desma	ensdarg00000058656	uberon_0002407,uberon_0000042,uberon_0000479,uberon_0000468,uberon_0000948,uberon_0002063,uberon_0014892,uberon_0000489,uberon_0002100
zdb-gene-040426-2120	atat1	ensdarg00000004472	uberon_0000468,uberon_0000033,uberon_0008823,uberon_0000019
zdb-gene-030131-9732	apobb.1	ensdarg00000022767	uberon_0000468,uberon_0003098
zdb-gene-070117-2013	dem	not_found	uberon_0001049,uberon_0000480,uberon_0000468,uberon_0001016,uberon_0008823
zdb-gene-070117-2012	dad	not_found	uberon_0000477,uberon_0000463,uberon_0004120,uberon_0000480,uberon_0001891,uberon_0002280,uberon_0005886,uberon_0004119,uberon_0003102,uberon_0000151,uberon_0008823,uberon_0010313,uberon_0001032,uberon_0001016,uberon_0001846
zdb-gene-070117-2011	dan	not_found	uberon_0004120,uberon_0003102,uberon_0000151
zdb-gene-070117-2010	ddf	not_found	uberon_0003102,uberon_0002028,uberon_0008897,uberon_0002199,uberon_0000033,uberon_0008823
